Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
Bloomberg TV,@BloombergTV,2024-06-26T15:08:09.000Z,True,"High bandwidth memory is a game changer in the world of AI. It's also a big boost to memory-chip makers like , Samsung and SK Hynix. 

Bloomberg's  gets hands-on with Micron's HBM3E, the next gen memory inside big AI supercomputers https://trib.al/MsZ2uQk",0,1,2,1617,[],"['@MicronTech', '@EdLudlow']",[],https://pbs.twimg.com/profile_images/1631751904475709441/fhQng3ic_normal.jpg,https://x.com/BloombergTV/status/1805981380242706823,1805981380242706823
美國之音粵語網,@voacantonese,2024-06-26T15:11:01.000Z,False,維基解密創辦人阿桑奇在塞班島的法庭上認罪後獲釋 https://shorturl.at/1DbR6,0,0,0,80,[],[],[],https://pbs.twimg.com/profile_images/1648737024067731456/XPO9X2Pz_normal.jpg,https://x.com/voacantonese/status/1805982102648930770,1805982102648930770
Yahoo Finance,@YahooFinance,2024-06-26T15:22:00.000Z,True,"What are the ""picks and shovels"" of building out AI infrastructure? discusses the next sectors that can see the run-up from AI:",0,1,3,1280,[],['@JayJacobsCFA'],[],https://pbs.twimg.com/profile_images/1765436373400424448/fr0rdvDa_normal.jpg,https://x.com/YahooFinance/status/1805984865592266872,1805984865592266872
CNBC,@CNBC,2024-06-26T15:23:56.000Z,True,LISTEN NOW: Carl Quintanilla and Jim Cramer discussed what to make of FedEx shares rallying by double-digits on better-than-expected Q4 results. Listen and follow the  podcast here: https://link.chtbl.com/sots,2,0,2,1118,[],['@SquawkStreet'],[],https://pbs.twimg.com/profile_images/1734317789597540352/2jMsl8hP_normal.jpg,https://x.com/CNBC/status/1805985353599463428,1805985353599463428
_tnbau,@tnbau1,2024-06-26T14:47:07.000Z,False,อ่าาา ว่าแต่ สเปซไปทางไหนครับ #WeAreSeriesEP13,11,346,653,12898,['#WeAreSeriesEP13'],[],[],https://pbs.twimg.com/profile_images/1798933420762189824/52mQyBS2_normal.jpg,https://x.com/tnbau1/status/1805976088360649101,1805976088360649101
Owen Winter,@OwenWntr,2024-06-26T14:51:46.000Z,False," Here is our / MRP!

And  has updated our Britain prediction model methodology.

This is how we're thinking about the election (with maps + charts!) ",3,15,37,27766,[],"['@TheEconomist', '@wethinkpolling', '@JamesFransham']","['\\U0001f995', '\\U0001f9f5']",https://pbs.twimg.com/profile_images/1775815313931509761/Kr5P8Lq4_normal.jpg,https://x.com/OwenWntr/status/1805977259389354276,1805977259389354276
Barron's,@barronsonline,2024-06-26T15:17:51.000Z,True,"Nvidia stock has had pullbacks before, and they often turn into buying opportunities.",0,0,2,907,[],[],[],https://pbs.twimg.com/profile_images/1400867183333412864/LO1NDNpM_normal.jpg,https://x.com/barronsonline/status/1805983824318247067,1805983824318247067
We Are คือเรารักกัน,@WeAreSeriesTH,2024-06-26T14:01:38.000Z,True,เอ้าาาา เอ้าาาาาาาา #WeAreSeriesEP13,66,1817,3034,39659,['#WeAreSeriesEP13'],[],[],https://pbs.twimg.com/profile_images/1770395235430080512/ce7SWDw__normal.jpg,https://x.com/WeAreSeriesTH/status/1805964642054820032,1805964642054820032
The Hill,@thehill,2024-06-26T15:20:41.000Z,True,WATCH LIVE: House hearing on fighting workplace antisemitism at universities,2,1,0,2207,[],[],[],https://pbs.twimg.com/profile_images/1649413483685871621/V_wwjDu2_normal.png,https://x.com/thehill/status/1805984535298867346,1805984535298867346
Businessweek,@BW,2024-06-26T15:20:24.000Z,True,"Use of prescription emergency contraception, also known as Plan B, fell by 60% in US states that implemented near-total abortion bans.",0,0,0,966,[],[],[],https://pbs.twimg.com/profile_images/1631724004519157794/JsW1BXCd_normal.jpg,https://x.com/BW/status/1805984462318063626,1805984462318063626
Financial Times,@FT,2024-06-26T15:18:42.000Z,True,KKR makes bid to take control of corporate PR firm from WPP,1,1,1,5355,[],[],[],https://pbs.twimg.com/profile_images/931156393108885504/EqEMtLhM_normal.jpg,https://x.com/FT/status/1805984034645758075,1805984034645758075
自由亚洲电台,@RFA_Chinese,2024-06-26T15:00:40.000Z,True,"新西兰开始正视中国威胁。有关新西兰是否可能加入""#澳英美三方安全伙伴关系""（#AUKUS）的问题也成为国际舆论焦点。有专家指出，#新西兰 并未具备成为AUKUS伙伴的科技资源；不过，面对中国的军事威胁，澳、新两国的联盟关系将会更加紧密。 https://bit.ly/4cC1yJd",1,0,4,3079,"['#澳英美三方安全伙伴关系', '#AUKUS', '#新西兰']",[],[],https://pbs.twimg.com/profile_images/1483174230644645898/dY1oXWhO_normal.jpg,https://x.com/RFA_Chinese/status/1805979496874754067,1805979496874754067
Bloomberg Markets,@markets,2024-06-26T15:20:47.000Z,True,"Treasuries fell, sending most yields to the highest levels in more than a week, as the latest slide in the value of the Japanese currency compounded bond investors’ anxiety.",1,0,1,1869,[],[],[],https://pbs.twimg.com/profile_images/1631724634675585035/vWm9ufLQ_normal.jpg,https://x.com/markets/status/1805984561815335268,1805984561815335268
Harvard Business Review,@HarvardBiz,2024-06-26T15:23:01.000Z,True,"Create an inclusive, fair, and meaningful experience for older employees. You’ll find that your company will become more innovative, engaging, and profitable.",0,0,1,1048,[],[],[],https://pbs.twimg.com/profile_images/1249778961229516806/8v45jDln_normal.png,https://x.com/HarvardBiz/status/1805985123029881110,1805985123029881110
Bloomberg Economics,@economics,2024-06-26T15:23:16.000Z,True,"She may only be the second woman to ever sit on the Swiss National Bank’s rate-setting board, but in most other respects, Petra Tschudin is cut from the same cloth as her colleagues.",0,0,2,330,[],[],[],https://pbs.twimg.com/profile_images/1631744875346493465/vMT_bQcA_normal.jpg,https://x.com/economics/status/1805985183855698383,1805985183855698383
Fox News,@FoxNews,2024-06-26T15:20:36.000Z,True,'America's Got Talent' judges caught off guard by 10-year-old girl's heavy metal performance,2,1,13,7903,[],[],[],https://pbs.twimg.com/profile_images/1591278197844414464/O6Fp0hFB_normal.jpg,https://x.com/FoxNews/status/1805984513513640356,1805984513513640356
New York Post,@nypost,2024-06-26T15:21:34.000Z,True,What misjudging the 1996 draft reminds us about the Knicks’ hopes for this year https://trib.al/JUx2HZo,1,0,1,2229,[],[],[],https://pbs.twimg.com/profile_images/966372680306868224/60wfGe9e_normal.jpg,https://x.com/nypost/status/1805984759090221137,1805984759090221137
BBC News (UK),@BBCNews,2024-06-26T14:58:55.000Z,True,SDLP to 'hold Labour to account' over NI promises,2,3,5,17353,[],[],[],https://pbs.twimg.com/profile_images/1529107486271225859/03qcVNIk_normal.jpg,https://x.com/BBCNews/status/1805979058766811428,1805979058766811428
Daily Mail Online,@MailOnline,2024-06-26T15:16:13.000Z,True,"Man, 29, with locked-in syndrome completes 50,000 word book - using just his EYES https://trib.al/4O8NbgS",1,3,5,2017,[],[],[],https://pbs.twimg.com/profile_images/1573318003554455553/f0lnn5Bv_normal.jpg,https://x.com/MailOnline/status/1805983410814365808,1805983410814365808
Al Cappuccino…,@AlCappuccinoIT,2024-06-26T01:30:49.000Z,False,District 4 in Colorado must be quite the shithole.,161,409,3872,44115,[],[],[],https://pbs.twimg.com/profile_images/1686738206933327872/Y_QYZ4oQ_normal.jpg,https://x.com/AlCappuccinoIT/status/1805775692417626477,1805775692417626477
MarketWatch,@MarketWatch,2024-06-26T15:01:36.000Z,True,"As Chipotle’s stock split takes hold, here’s what history has to say",1,0,5,6002,[],[],[],https://pbs.twimg.com/profile_images/705601245596090368/Z6xUOnRg_normal.jpg,https://x.com/MarketWatch/status/1805979732422369307,1805979732422369307
新唐人電視台,@NTDChinese,2024-06-26T15:03:45.000Z,True,本週，一名賭徒暈倒的視頻在社交媒體上熱傳，人們對該事件的描述大相逕庭，然而，所有信息指向這名賭徒是在新加坡濱海灣金沙賭場暈倒的。#新唐人,0,0,1,159,['#新唐人'],[],[],https://pbs.twimg.com/profile_images/492362913621876736/XbmYyxX1_normal.jpeg,https://x.com/NTDChinese/status/1805980272711639507,1805980272711639507
Scott MacFarlane,@MacFarlaneNews,2024-06-26T14:14:14.000Z,True,"No Supreme Court ruling today on Trump “presidential immunity”

For 141 days, the criminal docket has remained frozen in the Trump DC criminal case

It’s 131 days til election. The Supreme Court review has cost prosecutors more than half of available pre-election time for trial",151,1010,2292,39910,[],[],[],https://pbs.twimg.com/profile_images/1546136612295303168/stWlDw4T_normal.jpg,https://x.com/MacFarlaneNews/status/1805967812764094823,1805967812764094823
人民日報 People's Daily,@PDChinese,2024-06-26T15:05:00.000Z,True,【「維基揭秘」網站創始人阿桑奇向美國認罪】當地時間26日，「維基揭秘」網站創始人阿桑奇在位於美屬北馬裡亞納群島首府塞班島的美國聯邦法院對一項違反美國間諜法的重罪認罪。美國司法部承認阿桑奇已完成服刑，放棄先前對他的引渡要求，準許他返回原籍國澳大利亞。,1,0,5,894,[],[],[],https://pbs.twimg.com/profile_images/1246467753252474880/KHLBAK4__normal.jpg,https://x.com/PDChinese/status/1805980588249129379,1805980588249129379
推上小隐,@ijKh5fThXH5lbDP,2024-06-26T09:21:57.000Z,False,"能到中国来的日本人都是比较亲华的，对中国不友好的日本人根本不会把家属放在中国上学。
这下好了，义和团组织起来了，要求释放凶嫌，辱骂受伤的女司机是汉奸……",3,26,96,4044,[],[],[],https://pbs.twimg.com/profile_images/1587470504616759296/mgpm6SBn_normal.jpg,https://x.com/ijKh5fThXH5lbDP/status/1805894256504316266,1805894256504316266
yonhapnews,@yonhapcn,2024-06-26T15:00:07.000Z,False,韩日产业部长商定新设氢能供应链开发工作组,0,0,1,360,[],[],[],https://pbs.twimg.com/profile_images/750861954235834369/jpO0Gvxm_normal.jpg,https://x.com/yonhapcn/status/1805979359888753099,1805979359888753099
Ron Filipkowski,@RonFilipkowski,2024-06-26T10:15:40.000Z,True,He’s a true warrior. A legend.,1933,361,3166,219102,[],[],[],https://pbs.twimg.com/profile_images/1725261690265014272/OlNuF9To_normal.jpg,https://x.com/RonFilipkowski/status/1805907775895077014,1805907775895077014
DW 中文- 德国之声,@dw_chinese,2024-06-26T15:00:02.000Z,True,"【德语媒体：习仲勋教会习近平如何与莫斯科打交道】

巴伐利亚广播电台发表文章分析中国对俄罗斯关系的策略，其中提到“习近平可能从他的父亲那里学到，在与莫斯科的关系中避免任何‘亲密’，始终保持距离”。
德语报摘全文https://p.dw.com/p/4hXeq",2,0,4,2643,[],[],['\\U0001f449'],https://pbs.twimg.com/profile_images/1799009694549413888/a4GIoJOh_normal.jpg,https://x.com/dw_chinese/status/1805979340603380081,1805979340603380081
联合早报 Lianhe Zaobao,@zaobaosg,2024-06-26T15:00:45.000Z,True,一名印度尼西亚通信部官员说，包括移民部在内的40多家政府机构的数据受黑客攻击国家数据库影响，这是印尼在近年经历的最严重黑客攻击事件之一。,0,0,1,2792,[],[],[],https://pbs.twimg.com/profile_images/1699090259018240000/QploqfS9_normal.jpg,https://x.com/zaobaosg/status/1805979518085013850,1805979518085013850
Jane Wang 王剑虹,@changchengwai,2024-06-26T10:22:39.000Z,True,#徐琳,2,5,20,1108,['#徐琳'],[],[],https://pbs.twimg.com/profile_images/1798073916004679680/_OM58kn0_normal.jpg,https://x.com/changchengwai/status/1805909531215454245,1805909531215454245
LCK,@LCK,2024-06-26T11:30:51.000Z,True,Congratulations to  Viper for reaching his 400th #LCK game!! ,3,175,722,31422,['#LCK'],['@HLEofficial'],"['\\U0001f40d', '\\U0001f973', '\\U0001f389']",https://pbs.twimg.com/profile_images/1795318436303982592/X6WAYZd6_normal.jpg,https://x.com/LCK/status/1805926696450932771,1805926696450932771
out of context dogs,@contextdogs,2024-06-26T12:00:44.000Z,True,,20,799,4571,95919,[],[],[],https://pbs.twimg.com/profile_images/1790066395566235648/wqldXOjW_normal.jpg,https://x.com/contextdogs/status/1805934214501507368,1805934214501507368
NewJeans Loops,@newjeans_loop,2024-06-26T12:17:12.000Z,True,Supernatural,22,1338,5612,197870,[],[],[],https://pbs.twimg.com/profile_images/1799843929468362752/tWKkMWZQ_normal.jpg,https://x.com/newjeans_loop/status/1805938358943883578,1805938358943883578
Yahoo Finance,@YahooFinance,2024-06-26T15:09:00.000Z,True,"$NVDA has ""had an unbelievable year to date,"" Qraft Technologies head of AI ETFs Weldon Rice says, adding: ""It's put up about 5.3% this month in terms of performance, which is outperforming the S&P.""",0,2,2,3872,[],[],[],https://pbs.twimg.com/profile_images/1765436373400424448/fr0rdvDa_normal.jpg,https://x.com/YahooFinance/status/1805981594202820816,1805981594202820816
CNBC,@CNBC,2024-06-26T15:18:14.000Z,True,"CDK told clients yesterday that an outage may last until June 30th, and that they may need to make alternative plans to deal with end-of-month finances. http://cnb.cx/3S7MECX",1,0,4,5204,[],[],[],https://pbs.twimg.com/profile_images/1734317789597540352/2jMsl8hP_normal.jpg,https://x.com/CNBC/status/1805983917675028991,1805983917675028991
อโลนนิว,@aloneww,2024-06-26T14:59:06.000Z,True,Uncut ก็เยอะอยู่นาาาา ep นี้  #WeAreSeriesEP13,31,720,981,19884,['#WeAreSeriesEP13'],[],['\\U0001f60f'],https://pbs.twimg.com/profile_images/869847314575220736/0-MSN6jf_normal.jpg,https://x.com/aloneww/status/1805979104845742391,1805979104845742391
Bloomberg Markets,@markets,2024-06-26T15:25:00.000Z,True,Danish drugmaker Novo Nordisk takes $820 million impairment charge after halting a late-stage study of an experimental heart drug it acquired last year https://trib.al/mlMiHzQ,0,0,3,1060,[],[],[],https://pbs.twimg.com/profile_images/1631724634675585035/vWm9ufLQ_normal.jpg,https://x.com/markets/status/1805985621770465374,1805985621770465374
Harvard Business Review,@HarvardBiz,2024-06-26T15:00:03.000Z,True," Consider asking, “Am I communicating what good looks like? What is a good result?”",0,0,1,5687,[],[],['\\U0001f3a7'],https://pbs.twimg.com/profile_images/1249778961229516806/8v45jDln_normal.png,https://x.com/HarvardBiz/status/1805979343316734085,1805979343316734085
Daily Mail Online,@MailOnline,2024-06-26T15:16:09.000Z,True,Urgent warning over new self-checkout scam at popular store - it went completely unnoticed by customers https://trib.al/MP4l3Cj,0,3,1,1979,[],[],[],https://pbs.twimg.com/profile_images/1573318003554455553/f0lnn5Bv_normal.jpg,https://x.com/MailOnline/status/1805983396553703818,1805983396553703818
Barron's,@barronsonline,2024-06-26T15:11:47.000Z,True,U.S. Steel Is Getting Love From Wall Street but the Stock Won’t Budge. That’s an Opportunity.,0,0,1,1262,[],[],[],https://pbs.twimg.com/profile_images/1400867183333412864/LO1NDNpM_normal.jpg,https://x.com/barronsonline/status/1805982295523721364,1805982295523721364
Bloomberg Economics,@economics,2024-06-26T15:04:50.000Z,True,The yen slumps to its weakest level on record against the euro. A move that highlights the Japanese currency’s stubborn depreciation,1,0,1,1586,[],[],[],https://pbs.twimg.com/profile_images/1631744875346493465/vMT_bQcA_normal.jpg,https://x.com/economics/status/1805980545647599955,1805980545647599955
联合早报 Lianhe Zaobao,@zaobaosg,2024-06-26T14:45:06.000Z,True,中国上海市黄热病疫苗接种名额吃紧，负责单位上海国际旅行卫生保健中心称，从星期三（6月26日）起调整黄热病疫苗的接种安排，采取的措施包括增加疫苗供应、延长接种时间等。,0,0,4,4354,[],[],[],https://pbs.twimg.com/profile_images/1699090259018240000/QploqfS9_normal.jpg,https://x.com/zaobaosg/status/1805975578727592225,1805975578727592225
Fox News,@FoxNews,2024-06-26T15:07:19.000Z,True,DECISION IS IN: Breakdown of the 6-3 ruling on a free speech case that highlights social media's role in censorship: https://trib.al/zNyNIkd,19,17,26,20088,[],[],[],https://pbs.twimg.com/profile_images/1591278197844414464/O6Fp0hFB_normal.jpg,https://x.com/FoxNews/status/1805981169663537342,1805981169663537342
한겨레,@hanitweet,2024-06-26T00:00:01.000Z,True,[한겨레 그림판] 2024년 6월 26일 수요일 모아 보기: https://hani.com/u/NzUwMQ,3,1115,602,40194,[],[],['\\u270d'],https://pbs.twimg.com/profile_images/1565556911994388481/WIfIj8gf_normal.png,https://x.com/hanitweet/status/1805752841845588487,1805752841845588487
yonhapnews,@yonhapcn,2024-06-26T15:00:04.000Z,False,2024年6月27日韩国历史上的今天,0,0,0,357,[],[],[],https://pbs.twimg.com/profile_images/750861954235834369/jpO0Gvxm_normal.jpg,https://x.com/yonhapcn/status/1805979345456161033,1805979345456161033
juyeon archive ☆,@KISSYJEONS,2024-06-26T11:11:55.000Z,False,crop tops….. waist…..,0,405,1471,23639,[],[],[],https://pbs.twimg.com/profile_images/1772481879033126912/_C4-hTDa_normal.jpg,https://x.com/KISSYJEONS/status/1805921931427721391,1805921931427721391
out of context dogs,@contextdogs,2024-06-26T09:00:22.000Z,True,,14,201,1015,47163,[],[],[],https://pbs.twimg.com/profile_images/1790066395566235648/wqldXOjW_normal.jpg,https://x.com/contextdogs/status/1805888826306330765,1805888826306330765
天音かなたホロライブ,@amanekanatach,2024-06-26T11:25:27.000Z,True,登録者数150万人ありがとうございます,1170,3540,16317,183605,[],[],"['\\u2728', '\\u2728']",https://pbs.twimg.com/profile_images/1749383898713448448/NjBCnfLR_normal.jpg,https://x.com/amanekanatach/status/1805925336527647167,1805925336527647167
★,@jwwfile,2024-06-26T10:24:17.000Z,False,mr. perfectly fine,1,3714,10288,86700,[],[],[],https://pbs.twimg.com/profile_images/1804815220789190656/Apxf-0EJ_normal.jpg,https://x.com/jwwfile/status/1805909943700398185,1805909943700398185
